,Topic,Sentiment Score,Source,Keywords,Subjectivity Score
3444,16.0,0.009,CNN,"year, also, could, may, new, many, one, business, system, use",0.367
3445,5.0,0.169,CNN,"year, city, say, home, people, one, time, day, two, many",0.557
3446,20.0,0.097,CNN,"queen, club, white, sherpa, virginia_beach, performance, red, night, taylor, jackson",0.478
3447,11.0,0.12,CNN,"said, police, killed, according, told, war, people, family, prison, two",0.402
3448,11.0,0.071,CNN,"said, police, killed, according, told, war, people, family, prison, two",0.321
3449,2.0,0.082,CNN,"said, n’t, would, say, like, people, one, get, time, know",0.464
3450,2.0,0.034,CNN,"said, n’t, would, say, like, people, one, get, time, know",0.259
3451,11.0,0.051,CNN,"said, police, killed, according, told, war, people, family, prison, two",0.489
3452,11.0,0.061,CNN,"said, police, killed, according, told, war, people, family, prison, two",0.206
3453,11.0,0.051,CNN,"said, police, killed, according, told, war, people, family, prison, two",0.554
3454,12.0,0.031,CNN,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.461
3455,12.0,0.107,CNN,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.393
3456,12.0,0.153,CNN,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.443
3457,1.0,0.119,CNN,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.358
3458,16.0,0.045,CNN,"year, also, could, may, new, many, one, business, system, use",0.135
3459,2.0,0.035,CNN,"said, n’t, would, say, like, people, one, get, time, know",0.379
3460,11.0,0.294,CNN,"said, police, killed, according, told, war, people, family, prison, two",0.659
3461,11.0,-0.09,CNN,"said, police, killed, according, told, war, people, family, prison, two",0.362
3462,17.0,0.075,CNN,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.401
3463,22.0,0.068,CNN,"state, law, abortion, bill, woman, biden, republican, right, primary, democrat",0.392
3464,12.0,0.048,CNN,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.24
3465,12.0,0.087,CNN,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.422
3466,11.0,0.083,CNN,"said, police, killed, according, told, war, people, family, prison, two",0.225
3467,8.0,-0.024,CNN,"court, june, case, holzhauer, boteach, israel, document, attorney, judge, federal",0.357
3468,11.0,0.038,CNN,"said, police, killed, according, told, war, people, family, prison, two",0.409
3469,1.0,0.295,CNN,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.452
3470,2.0,0.122,CNN,"said, n’t, would, say, like, people, one, get, time, know",0.342
3471,12.0,0.126,CNN,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.451
3472,12.0,0.061,CNN,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.453
3473,5.0,0.025,CNN,"year, city, say, home, people, one, time, day, two, many",0.499
3474,11.0,0.052,CNN,"said, police, killed, according, told, war, people, family, prison, two",0.298
3475,12.0,0.137,CNN,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.389
3476,19.0,0.15,CNN,"show, one, story, like, time, life, first, book, world, new",0.463
3477,19.0,0.097,CNN,"show, one, story, like, time, life, first, book, world, new",0.363
3478,16.0,0.109,CNN,"year, also, could, may, new, many, one, business, system, use",0.246
3479,2.0,0.019,CNN,"said, n’t, would, say, like, people, one, get, time, know",0.366
3480,15.0,0.081,CNN,"game, team, player, first, win, season, year, sport, final, woman",0.389
3481,15.0,0.13,CNN,"game, team, player, first, win, season, year, sport, final, woman",0.612
3482,15.0,0.161,CNN,"game, team, player, first, win, season, year, sport, final, woman",0.395
3483,15.0,0.135,CNN,"game, team, player, first, win, season, year, sport, final, woman",0.419
3484,15.0,0.214,CNN,"game, team, player, first, win, season, year, sport, final, woman",0.447
3485,15.0,0.089,CNN,"game, team, player, first, win, season, year, sport, final, woman",0.456
3486,15.0,0.245,CNN,"game, team, player, first, win, season, year, sport, final, woman",0.363
3487,13.0,0.154,CNN,"oxford, race, north_korea, slate, north_korean, merkel, south_korean, contract, korean, poland",0.353
3488,15.0,0.108,CNN,"game, team, player, first, win, season, year, sport, final, woman",0.448
3489,13.0,0.085,CNN,"oxford, race, north_korea, slate, north_korean, merkel, south_korean, contract, korean, poland",0.346
3490,15.0,0.096,CNN,"game, team, player, first, win, season, year, sport, final, woman",0.474
3491,15.0,0.083,CNN,"game, team, player, first, win, season, year, sport, final, woman",0.493
3492,9.0,0.256,CNN,"church, pastor, macron, band, woodson, kabul, wartburg_watch, mr._erickson, survivor, soviet",0.407
3493,15.0,0.122,CNN,"game, team, player, first, win, season, year, sport, final, woman",0.304
3494,15.0,0.209,CNN,"game, team, player, first, win, season, year, sport, final, woman",0.355
3495,15.0,0.054,CNN,"game, team, player, first, win, season, year, sport, final, woman",0.217
3496,15.0,0.205,CNN,"game, team, player, first, win, season, year, sport, final, woman",0.42
3497,15.0,0.188,CNN,"game, team, player, first, win, season, year, sport, final, woman",0.435
3498,15.0,0.116,CNN,"game, team, player, first, win, season, year, sport, final, woman",0.432
3499,15.0,0.07,CNN,"game, team, player, first, win, season, year, sport, final, woman",0.466
3500,15.0,0.326,CNN,"game, team, player, first, win, season, year, sport, final, woman",0.513
3501,20.0,-0.062,CNN,"queen, club, white, sherpa, virginia_beach, performance, red, night, taylor, jackson",0.379
3502,15.0,0.088,CNN,"game, team, player, first, win, season, year, sport, final, woman",0.499
3503,15.0,0.117,CNN,"game, team, player, first, win, season, year, sport, final, woman",0.385
3504,15.0,0.003,CNN,"game, team, player, first, win, season, year, sport, final, woman",0.436
3505,2.0,0.243,CNN,"said, n’t, would, say, like, people, one, get, time, know",0.441
3506,15.0,0.249,CNN,"game, team, player, first, win, season, year, sport, final, woman",0.503
3507,2.0,0.086,CNN,"said, n’t, would, say, like, people, one, get, time, know",0.434
3508,19.0,0.12,CNN,"show, one, story, like, time, life, first, book, world, new",0.458
3509,19.0,0.132,CNN,"show, one, story, like, time, life, first, book, world, new",0.467
3510,19.0,0.205,CNN,"show, one, story, like, time, life, first, book, world, new",0.433
3511,19.0,0.086,CNN,"show, one, story, like, time, life, first, book, world, new",0.39
3512,19.0,0.008,CNN,"show, one, story, like, time, life, first, book, world, new",0.386
3513,10.0,-0.011,CNN,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.33
3514,17.0,0.107,CNN,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.369
3515,19.0,0.144,CNN,"show, one, story, like, time, life, first, book, world, new",0.486
3516,17.0,0.167,CNN,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.376
3517,17.0,0.053,CNN,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.341
3518,21.0,0.075,CNN,"said, health, study, research, food, fda, science, drug, found, treatment",0.419
3519,17.0,0.098,CNN,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.383
3520,17.0,0.207,CNN,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.431
3521,17.0,0.095,CNN,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.331
3522,11.0,0.038,CNN,"said, police, killed, according, told, war, people, family, prison, two",0.367
3523,2.0,0.12,CNN,"said, n’t, would, say, like, people, one, get, time, know",0.533
3524,12.0,0.063,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.338
3525,20.0,0.109,Breitbart,"queen, club, white, sherpa, virginia_beach, performance, red, night, taylor, jackson",0.24
3526,2.0,0.132,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.357
3527,1.0,-0.017,Breitbart,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.432
3528,1.0,0.155,Breitbart,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.488
3529,1.0,0.187,Breitbart,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.413
3530,11.0,-0.082,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.349
3531,12.0,0.122,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.527
3532,12.0,0.193,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.405
3533,2.0,0.04,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.446
3534,12.0,-0.177,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.547
3535,12.0,0.108,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.369
3536,12.0,-0.196,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.612
3537,17.0,0.15,Breitbart,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.429
3538,11.0,-0.174,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.421
3539,12.0,-0.278,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.602
3540,22.0,0.039,Breitbart,"state, law, abortion, bill, woman, biden, republican, right, primary, democrat",0.487
3541,12.0,0.084,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.408
3542,4.0,0.08,Breitbart,"company, apple, data, facebook, google, user, privacy, technology, video, information",0.541
3543,12.0,0.15,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.583
3544,19.0,0.122,Breitbart,"show, one, story, like, time, life, first, book, world, new",0.352
3545,22.0,0.032,Breitbart,"state, law, abortion, bill, woman, biden, republican, right, primary, democrat",0.54
3546,12.0,0.338,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.557
3547,17.0,0.058,Breitbart,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.374
3548,17.0,0.116,Breitbart,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.541
3549,17.0,0.25,Breitbart,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.512
3550,12.0,0.286,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.51
3551,17.0,0.121,Breitbart,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.388
3552,16.0,0.072,Breitbart,"year, also, could, may, new, many, one, business, system, use",0.37
3553,2.0,0.151,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.456
3554,17.0,0.012,Breitbart,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.429
3555,22.0,0.101,Breitbart,"state, law, abortion, bill, woman, biden, republican, right, primary, democrat",0.485
3556,4.0,-0.005,Breitbart,"company, apple, data, facebook, google, user, privacy, technology, video, information",0.469
3557,4.0,0.123,Breitbart,"company, apple, data, facebook, google, user, privacy, technology, video, information",0.523
3558,22.0,0.132,Breitbart,"state, law, abortion, bill, woman, biden, republican, right, primary, democrat",0.418
3559,12.0,0.028,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.218
3560,4.0,-0.007,Breitbart,"company, apple, data, facebook, google, user, privacy, technology, video, information",0.414
3561,1.0,0.017,Breitbart,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.3
3562,12.0,-0.008,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.462
3563,12.0,-0.035,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.577
3564,2.0,0.019,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.613
3565,1.0,0.07,Breitbart,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.275
3566,12.0,-0.068,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.487
3567,12.0,0.068,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.436
3568,4.0,0.02,Breitbart,"company, apple, data, facebook, google, user, privacy, technology, video, information",0.386
3569,1.0,0.126,Breitbart,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.327
3570,1.0,-0.09,Breitbart,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.413
3571,19.0,0.067,Breitbart,"show, one, story, like, time, life, first, book, world, new",0.345
3572,19.0,0.076,Breitbart,"show, one, story, like, time, life, first, book, world, new",0.488
3573,12.0,0.042,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.329
3574,11.0,-0.067,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.158
3575,17.0,0.042,Breitbart,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.259
3576,11.0,0.054,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.319
3577,10.0,0.03,Breitbart,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.346
3578,12.0,0.156,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.375
3579,17.0,0.099,Breitbart,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.383
3580,12.0,-0.007,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.442
3581,12.0,0.027,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.401
3582,12.0,0.156,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.476
3583,11.0,0.052,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.287
3584,12.0,0.04,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.222
3585,19.0,0.086,Breitbart,"show, one, story, like, time, life, first, book, world, new",0.393
3586,17.0,0.068,Breitbart,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.344
3587,10.0,0.047,Breitbart,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.222
3588,2.0,0.134,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.476
3589,17.0,0.089,Breitbart,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.391
3590,17.0,0.064,Breitbart,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.421
3591,19.0,0.07,Breitbart,"show, one, story, like, time, life, first, book, world, new",0.456
3592,11.0,0.189,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.394
3593,1.0,0.018,Breitbart,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.464
3594,17.0,0.085,Breitbart,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.371
3595,11.0,0.159,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.377
3596,12.0,-0.065,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.432
3597,2.0,0.137,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.46
3598,12.0,0.155,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.46
3599,10.0,0.074,Breitbart,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.362
3600,12.0,0.087,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.461
3601,11.0,-0.138,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.255
3602,10.0,0.093,Breitbart,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.243
3603,12.0,0.159,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.533
3604,10.0,0.058,Breitbart,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.259
3605,11.0,0.025,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.471
3606,2.0,0.011,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.35
3607,2.0,0.019,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.35
3608,17.0,0.045,Breitbart,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.471
3609,12.0,0.002,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.258
3610,10.0,0.075,Breitbart,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.494
3611,10.0,-0.045,Breitbart,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.42
3612,12.0,-0.063,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.403
3613,11.0,0.121,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.172
3614,10.0,0.042,Breitbart,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.181
3615,10.0,0.031,Breitbart,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.298
3616,11.0,0.177,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.325
3617,10.0,-0.051,Breitbart,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.326
3618,12.0,0.096,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.3
3619,2.0,0.037,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.408
3620,12.0,0.07,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.263
3621,12.0,0.087,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.347
3622,12.0,0.082,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.576
3623,11.0,0.041,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.267
3624,4.0,0.074,Breitbart,"company, apple, data, facebook, google, user, privacy, technology, video, information",0.382
3625,10.0,0.092,Breitbart,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.343
3626,10.0,-0.061,Breitbart,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.327
3627,11.0,0.078,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.338
3628,19.0,0.16,Breitbart,"show, one, story, like, time, life, first, book, world, new",0.391
3629,10.0,0.02,Breitbart,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.329
3630,10.0,0.009,Breitbart,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.363
3631,10.0,0.104,Breitbart,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.285
3632,12.0,0.051,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.305
3633,10.0,0.07,Breitbart,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.316
3634,16.0,0.07,Breitbart,"year, also, could, may, new, many, one, business, system, use",0.401
3635,12.0,0.115,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.376
3636,10.0,0.029,Breitbart,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.434
3637,10.0,0.001,Breitbart,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.411
3638,10.0,-0.013,Breitbart,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.455
3639,12.0,-0.063,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.337
3640,12.0,-0.012,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.391
3641,12.0,0.027,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.27
3642,11.0,-0.043,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.387
3643,1.0,0.092,Breitbart,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.416
3644,11.0,0.085,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.533
3645,10.0,-0.022,Breitbart,"china, chinese, military, iran, world, u.s., said, country, war, beijing",0.444
3646,11.0,0.004,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.263
3647,12.0,-0.023,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.483
3648,16.0,0.08,Breitbart,"year, also, could, may, new, many, one, business, system, use",0.378
3649,2.0,0.127,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.334
3650,14.0,0.179,Breitbart,"student, school, university, college, education, high_school, class, child, teacher, black",0.361
3651,11.0,0.01,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.508
3652,11.0,0.129,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.303
3653,17.0,0.157,Breitbart,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.457
3654,2.0,0.111,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.418
3655,16.0,0.076,Breitbart,"year, also, could, may, new, many, one, business, system, use",0.317
3656,2.0,0.154,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.348
3657,19.0,0.042,Breitbart,"show, one, story, like, time, life, first, book, world, new",0.436
3658,12.0,0.062,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.217
3659,12.0,-0.05,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.4
3660,12.0,0.259,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.383
3661,12.0,0.162,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.36
3662,12.0,0.143,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.395
3663,12.0,0.182,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.42
3664,2.0,0.185,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.531
3665,8.0,-0.17,Breitbart,"court, june, case, holzhauer, boteach, israel, document, attorney, judge, federal",0.444
3666,11.0,-0.069,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.297
3667,12.0,-0.034,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.199
3668,8.0,0.091,Breitbart,"court, june, case, holzhauer, boteach, israel, document, attorney, judge, federal",0.262
3669,8.0,-0.013,Breitbart,"court, june, case, holzhauer, boteach, israel, document, attorney, judge, federal",0.5
3670,1.0,-0.075,Breitbart,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.338
3671,16.0,0.07,Breitbart,"year, also, could, may, new, many, one, business, system, use",0.493
3672,2.0,0.12,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.429
3673,12.0,0.173,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.422
3674,12.0,0.078,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.365
3675,1.0,-0.046,Breitbart,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.168
3676,2.0,0.157,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.442
3677,17.0,0.076,Breitbart,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.405
3678,1.0,-0.112,Breitbart,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.454
3679,2.0,0.295,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.443
3680,2.0,0.065,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.385
3681,17.0,0.166,Breitbart,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.435
3682,11.0,-0.084,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.439
3683,11.0,-0.223,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.588
3684,12.0,0.024,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.337
3685,17.0,0.07,Breitbart,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.454
3686,12.0,-0.244,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.418
3687,12.0,0.03,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.344
3688,4.0,0.014,Breitbart,"company, apple, data, facebook, google, user, privacy, technology, video, information",0.471
3689,15.0,0.061,Breitbart,"game, team, player, first, win, season, year, sport, final, woman",0.558
3690,2.0,0.014,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.514
3691,2.0,0.05,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.33
3692,15.0,0.032,Breitbart,"game, team, player, first, win, season, year, sport, final, woman",0.462
3693,16.0,0.026,Breitbart,"year, also, could, may, new, many, one, business, system, use",0.365
3694,2.0,-0.001,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.445
3695,11.0,-0.135,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.55
3696,2.0,0.224,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.467
3697,20.0,-0.061,Breitbart,"queen, club, white, sherpa, virginia_beach, performance, red, night, taylor, jackson",0.433
3698,16.0,0.047,Breitbart,"year, also, could, may, new, many, one, business, system, use",0.448
3699,12.0,0.017,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.444
3700,16.0,0.143,Breitbart,"year, also, could, may, new, many, one, business, system, use",0.399
3701,8.0,0.138,Breitbart,"court, june, case, holzhauer, boteach, israel, document, attorney, judge, federal",0.353
3702,2.0,0.022,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.476
3703,15.0,0.058,Breitbart,"game, team, player, first, win, season, year, sport, final, woman",0.426
3704,4.0,0.029,Breitbart,"company, apple, data, facebook, google, user, privacy, technology, video, information",0.356
3705,12.0,-0.07,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.446
3706,7.0,0.108,Breitbart,"car, india, vehicle, driver, electric, lightning, indian, climber, company, industry",0.377
3707,1.0,0.109,Breitbart,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.343
3708,12.0,-0.066,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.314
3709,1.0,0.21,Breitbart,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.678
3710,1.0,0.075,Breitbart,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.364
3711,1.0,0.044,Breitbart,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.238
3712,12.0,0.363,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.549
3713,16.0,0.058,Breitbart,"year, also, could, may, new, many, one, business, system, use",0.205
3714,1.0,0.079,Breitbart,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.28
3715,1.0,0.093,Breitbart,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.363
3716,1.0,0.064,Breitbart,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.446
3717,7.0,0.097,Breitbart,"car, india, vehicle, driver, electric, lightning, indian, climber, company, industry",0.387
3718,1.0,0.089,Breitbart,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.33
3719,1.0,0.106,Breitbart,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.387
3720,16.0,0.087,Breitbart,"year, also, could, may, new, many, one, business, system, use",0.344
3721,17.0,-0.013,Breitbart,"party, candidate, political, vote, election, brexit, leader, campaign, conservative, would",0.226
3722,1.0,0.079,Breitbart,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.429
3723,1.0,-0.118,Breitbart,"u.s., mexico, trump, said, tariff, american, would, administration, republican, plan",0.55
3724,11.0,-0.079,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.476
3725,8.0,0.071,Breitbart,"court, june, case, holzhauer, boteach, israel, document, attorney, judge, federal",0.47
3726,12.0,0.152,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.431
3727,2.0,0.201,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.603
3728,22.0,-0.018,Breitbart,"state, law, abortion, bill, woman, biden, republican, right, primary, democrat",0.22
3729,22.0,0.064,Breitbart,"state, law, abortion, bill, woman, biden, republican, right, primary, democrat",0.464
3730,12.0,0.135,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.349
3731,12.0,0.203,Breitbart,"trump, president, said, official, n’t, would, also, u.s., former, mueller",0.491
3732,19.0,0.013,Breitbart,"show, one, story, like, time, life, first, book, world, new",0.5
3733,2.0,0.117,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.494
3734,22.0,-0.041,Breitbart,"state, law, abortion, bill, woman, biden, republican, right, primary, democrat",0.451
3735,2.0,0.016,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.427
3736,2.0,0.2,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.608
3737,2.0,0.321,Breitbart,"said, n’t, would, say, like, people, one, get, time, know",0.714
3738,22.0,0.025,Breitbart,"state, law, abortion, bill, woman, biden, republican, right, primary, democrat",0.452
3739,11.0,-0.052,Breitbart,"said, police, killed, according, told, war, people, family, prison, two",0.258
